MTV点歌67,#genre#
童一首歌-野蛮游戏,http://em.21dtv.com/songs/60052484.mkv
蔡依林-野蛮游戏,http://em.21dtv.com/songs/60052483.mkv
海弦月-一梦一花,http://em.21dtv.com/songs/60129350.mkv
田一龙+吴婧-一秒永恒,http://em.21dtv.com/songs/60105268.mkv
卓文萱-一秒也好,http://em.21dtv.com/songs/60053311.mkv
西风-一米阳光,http://em.21dtv.com/songs/60118900.mkv
唐黛影-夜幕心影,http://em.21dtv.com/songs/60086103.mkv
蔡琴-月满西楼,http://em.21dtv.com/songs/60112947.mkv
廖昌永-月满西楼,http://em.21dtv.com/songs/60102193.mkv
凌云-月满西楼,http://em.21dtv.com/songs/60098131.mkv
莫旭秋-月满西楼(演唱会),http://em.21dtv.com/songs/60079418.mkv
卓依婷-月满西楼,http://em.21dtv.com/songs/60056466.mkv
余天-月满西楼,http://em.21dtv.com/songs/60056465.mkv
姜育恒-月满西楼,http://em.21dtv.com/songs/60056464.mkv
安雯-月满西楼,http://em.21dtv.com/songs/60056463.mkv
潘迪华-月满西楼(演唱会),http://em.21dtv.com/songs/60056462.mkv
阿肆-预谋邂逅,http://em.21dtv.com/songs/60087081.mkv
周慧敏-亚玛逊河,http://em.21dtv.com/songs/60051896.mkv
张也-沂蒙小调,http://em.21dtv.com/songs/60054030.mkv
C ALLSTAR-夜幕天星,http://em.21dtv.com/songs/60119111.mkv
张雷-圆梦天盛,http://em.21dtv.com/songs/60107723.mkv
韦米娜-野蛮天使,http://em.21dtv.com/songs/60065316.mkv
李昱和-与梦同路,http://em.21dtv.com/songs/60127030.mkv
姚苏-一抹天蓝,http://em.21dtv.com/songs/60116686.mkv
苏小艾-宜民山庄,http://em.21dtv.com/songs/60119914.mkv
一绫-有梦尚水,http://em.21dtv.com/songs/60086161.mkv
额尔古纳乐队-游牧少年,http://em.21dtv.com/songs/60119051.mkv
一绫-一暝思念,http://em.21dtv.com/songs/60106563.mkv
蔡小虎+林姗-有梦尚美,http://em.21dtv.com/songs/60055197.mkv
叶少兰-辕门射戟,http://em.21dtv.com/songs/60056116.mkv
林采欣-一秒时光,http://em.21dtv.com/songs/60122913.mkv
唐俪-一瞑三冬,http://em.21dtv.com/songs/60121515.mkv
唐俪-一暝三冬,http://em.21dtv.com/songs/60111781.mkv
李宇春-野蛮生长,http://em.21dtv.com/songs/60118667.mkv
阿兰-一梦千寻,http://em.21dtv.com/songs/60121048.mkv
阿兰-一梦千寻,http://em.21dtv.com/songs/60117308.mkv
施文彬-野蛮情人,http://em.21dtv.com/songs/60052482.mkv
金少祥-一梦千年,http://em.21dtv.com/songs/60100985.mkv
曾静-一梦千年,http://em.21dtv.com/songs/60053302.mkv
石小倩-月满情怀,http://em.21dtv.com/songs/60088367.mkv
格格-游牧情歌,http://em.21dtv.com/songs/60130494.mkv
来国庆-游牧情歌,http://em.21dtv.com/songs/60129264.mkv
格格-游牧情歌,http://em.21dtv.com/songs/60055014.mkv
叶倩文-扬眉女子(演唱会),http://em.21dtv.com/songs/60052154.mkv
王晶华-杨门女将,http://em.21dtv.com/songs/60052210.mkv
汪明荃-杨门女将,http://em.21dtv.com/songs/60052209.mkv
林一峰-游牧民族,http://em.21dtv.com/songs/60097452.mkv
梁咏琪-游牧民族,http://em.21dtv.com/songs/60055013.mkv
USHER-you make me wanna,http://em.21dtv.com/songs/60006561.mkv
BLUE-you make me wanna,http://em.21dtv.com/songs/60006560.mkv
COBRA STARSHIP SABI-you make me feel,http://em.21dtv.com/songs/60061992.mkv
张惠妹-you make me free,http://em.21dtv.com/songs/60006559.mkv
张惠妹-you make me free(演唱会),http://em.21dtv.com/songs/60006558.mkv
唐黛影-伊梦萝莎,http://em.21dtv.com/songs/60079166.mkv
江蕙-演袂落去,http://em.21dtv.com/songs/60052110.mkv
叶丽仪-you must love me(演唱会),http://em.21dtv.com/songs/60006567.mkv
Dear Jane-羽毛鳞刺,http://em.21dtv.com/songs/60131052.mkv
WOW-翼鸣惊人,http://em.21dtv.com/songs/60054197.mkv
超人-爷们喝醉,http://em.21dtv.com/songs/60107251.mkv
信乐团-移民火星,http://em.21dtv.com/songs/60054036.mkv
谭维维+范政-一面湖水,http://em.21dtv.com/songs/60112971.mkv
齐秦-一面湖水,http://em.21dtv.com/songs/60062818.mkv
郝婉彤-预谋怀念,http://em.21dtv.com/songs/60114136.mkv
萧正楠-一秒幻觉,http://em.21dtv.com/songs/60093108.mkv
王志文-夜梦怀抱,http://em.21dtv.com/songs/60096399.mkv
乌兰红梅-游牧故乡,http://em.21dtv.com/songs/60065393.mkv
林亦妍-妖魔鬼怪,http://em.21dtv.com/songs/60065312.mkv
薛家燕+石佑珊-一秒感动,http://em.21dtv.com/songs/60053310.mkv
王菀之-一秒感动,http://em.21dtv.com/songs/60053309.mkv
王菀之-一秒感动(演唱会),http://em.21dtv.com/songs/60053308.mkv
群星-与梦飞翔,http://em.21dtv.com/songs/60055585.mkv
婉言-有梦的娃,http://em.21dtv.com/songs/60084443.mkv
任贤齐-有梦的人,http://em.21dtv.com/songs/60055192.mkv
吴欢+安妮-幺妹多情,http://em.21dtv.com/songs/60115752.mkv
M3-油门打开,http://em.21dtv.com/songs/60054991.mkv
佚名-your mama dont dance,http://em.21dtv.com/songs/60006600.mkv
王晶华-岳母刺字,http://em.21dtv.com/songs/60056567.mkv
蔡琴-油麻菜籽(演唱会),http://em.21dtv.com/songs/60054990.mkv
李昱和-一梦茶香,http://em.21dtv.com/songs/60081073.mkv
三多-瑶妹传情,http://em.21dtv.com/songs/60099059.mkv
BILLY JOEL-you may be right,http://em.21dtv.com/songs/60006563.mkv
林俊杰-有梦不难,http://em.21dtv.com/songs/60117842.mkv
J.DEACON-youre my best friend(无原唱),http://em.21dtv.com/songs/60006612.mkv
王进-音乐制造,http://em.21dtv.com/songs/60116168.mkv
河静静-意料之外,http://em.21dtv.com/songs/60065366.mkv
陈小宇-月亮之上,http://em.21dtv.com/songs/60121074.mkv
龚月-月亮之上,http://em.21dtv.com/songs/60079416.mkv
雪儿达娃-月亮之上,http://em.21dtv.com/songs/60056449.mkv
童星-月亮之上,http://em.21dtv.com/songs/60056448.mkv
凤凰传奇-月亮之上,http://em.21dtv.com/songs/60056447.mkv
梁汉文-一路走来,http://em.21dtv.com/songs/60112040.mkv
余紫凤-依拉之恋,http://em.21dtv.com/songs/60087336.mkv
王小刚-一路走来,http://em.21dtv.com/songs/60079120.mkv
孙艳-一路走来,http://em.21dtv.com/songs/60079119.mkv
王菲-原谅自己,http://em.21dtv.com/songs/60056010.mkv
许丽娟-月亮之歌,http://em.21dtv.com/songs/60101682.mkv
张秀卿-月亮之歌(无原唱),http://em.21dtv.com/songs/60056446.mkv
新宝岛康乐队-原谅之歌,http://em.21dtv.com/songs/60056009.mkv
乌兰图雅-月亮知道,http://em.21dtv.com/songs/60127704.mkv
温岚-眼泪知道,http://em.21dtv.com/songs/60052086.mkv
郭应龙-音乐早餐,http://em.21dtv.com/songs/60054332.mkv
MAKIYO-越来越远,http://em.21dtv.com/songs/60056599.mkv
东城卫-伊利亚特,http://em.21dtv.com/songs/60061831.mkv
黄乙玲-愈潦愈深(演唱会),http://em.21dtv.com/songs/60055876.mkv
陈晓东-易来易碎(演唱会),http://em.21dtv.com/songs/60054165.mkv
陈晓东-易来易碎,http://em.21dtv.com/songs/60054164.mkv
甄楚倩-一冷一热,http://em.21dtv.com/songs/60053253.mkv
王媛-缘来缘去,http://em.21dtv.com/songs/60085910.mkv
芭比-摇来摇去,http://em.21dtv.com/songs/60052278.mkv
周燕-一路有你,http://em.21dtv.com/songs/60132304.mkv
大棚-一路有你,http://em.21dtv.com/songs/60119388.mkv
陈文娅-一路有你,http://em.21dtv.com/songs/60095233.mkv
姚贝娜-一路有你,http://em.21dtv.com/songs/60094041.mkv
郑源+郑东-原来有你,http://em.21dtv.com/songs/60086179.mkv
黄品源-原来有你,http://em.21dtv.com/songs/60055974.mkv
吴宝龙-越来越美,http://em.21dtv.com/songs/60135012.mkv
赵骏-一帘幽梦,http://em.21dtv.com/songs/60130779.mkv
腾格尔-一帘幽梦,http://em.21dtv.com/songs/60102648.mkv
高胜美-一廉幽梦,http://em.21dtv.com/songs/60089546.mkv
王伊+刘宁-一林幽梦,http://em.21dtv.com/songs/60079114.mkv
卓依婷-一帘幽梦,http://em.21dtv.com/songs/60053263.mkv
余天-一帘幽梦,http://em.21dtv.com/songs/60053262.mkv
许茹芸-一帘幽梦,http://em.21dtv.com/songs/60053261.mkv
刘家昌-一帘幽梦,http://em.21dtv.com/songs/60053260.mkv
高胜美-一帘幽梦,http://em.21dtv.com/songs/60053259.mkv
邓丽君-一帘幽梦,http://em.21dtv.com/songs/60053258.mkv
姜育恒-一帘幽梦(演唱会),http://em.21dtv.com/songs/60053257.mkv
八三夭-摇勒摇勒,http://em.21dtv.com/songs/60109163.mkv
八三夭-摇勒摇勒,http://em.21dtv.com/songs/60106613.mkv
芭比-摇咧摇咧,http://em.21dtv.com/songs/60052287.mkv
江蕙-愈离愈开,http://em.21dtv.com/songs/60055875.mkv
苏醒-越来越近,http://em.21dtv.com/songs/60127335.mkv
刘姝辰+牛欣欣-越来越好,http://em.21dtv.com/songs/60079435.mkv
宋祖英-越来越好,http://em.21dtv.com/songs/60056597.mkv
王莹-榆林秧歌,http://em.21dtv.com/songs/60127208.mkv
孙莹+韦宁峰-一路阳光,http://em.21dtv.com/songs/60098255.mkv
宁可-一路阳光,http://em.21dtv.com/songs/60079117.mkv
蓝琪儿-一路阳光(演唱会),http://em.21dtv.com/songs/60065334.mkv
陈慧娴-与泪拥抱,http://em.21dtv.com/songs/60089523.mkv
梁汉文-用力一抱,http://em.21dtv.com/songs/60080633.mkv
刚泽斌-一零一变,http://em.21dtv.com/songs/60053269.mkv
刚泽斌-一零一变(无原唱),http://em.21dtv.com/songs/60053268.mkv
邓福如-越来越爱,http://em.21dtv.com/songs/60080485.mkv
飞轮海-越来越爱,http://em.21dtv.com/songs/60056592.mkv
刘一祯-余力学文,http://em.21dtv.com/songs/60071464.mkv
和文军-玉龙雪山,http://em.21dtv.com/songs/60090855.mkv
陈雅森+郭南生-一路向前,http://em.21dtv.com/songs/60135949.mkv
陈雅森+郭南生-一路向前,http://em.21dtv.com/songs/60121100.mkv
蓝梦-一路向前,http://em.21dtv.com/songs/60119948.mkv
胡量-以泪洗面,http://em.21dtv.com/songs/60071437.mkv
翁立友-一路行来,http://em.21dtv.com/songs/60053276.mkv
刘力扬-眼泪笑了,http://em.21dtv.com/songs/60052083.mkv
钟舒漫-预留幸福,http://em.21dtv.com/songs/60097413.mkv
李丽霞+陈慧思-游龙戏凤,http://em.21dtv.com/songs/60092784.mkv
龙剑笙-游龙戏凤,http://em.21dtv.com/songs/60079266.mkv
储兰兰-游龙戏凤,http://em.21dtv.com/songs/60079265.mkv
吴伟豪+邓咏洁-游龙戏凤,http://em.21dtv.com/songs/60055012.mkv
任剑辉+白雪仙-游龙戏凤,http://em.21dtv.com/songs/60055011.mkv
凌东明+李池湘-游龙戏凤,http://em.21dtv.com/songs/60055010.mkv
卢海鹏+苏珊-游龙戏凤(演唱会),http://em.21dtv.com/songs/60055009.mkv
左兆阳+龙百万-一路兄弟,http://em.21dtv.com/songs/60131376.mkv
黄玠+舒米恩-一路向东,http://em.21dtv.com/songs/60106496.mkv
南风-一路向北,http://em.21dtv.com/songs/60121468.mkv
钞艺峰-一路向北,http://em.21dtv.com/songs/60112322.mkv
王爱华-一路相伴,http://em.21dtv.com/songs/60093668.mkv
冷漠-一路向北,http://em.21dtv.com/songs/60072711.mkv
周杰伦-一路向北,http://em.21dtv.com/songs/60053294.mkv
南风-一路向北,http://em.21dtv.com/songs/60053293.mkv
螺丝钉-月亮王子,http://em.21dtv.com/songs/60056439.mkv
江若琳-眼泪无用(演唱会),http://em.21dtv.com/songs/60052081.mkv
赵传-音乐武侠,http://em.21dtv.com/songs/60079202.mkv
时金钰-月落乌啼,http://em.21dtv.com/songs/60079417.mkv
佚名-月落乌蹄,http://em.21dtv.com/songs/60056458.mkv
费玉清-月落乌啼,http://em.21dtv.com/songs/60056457.mkv
徐良-御龙无双,http://em.21dtv.com/songs/60084469.mkv
蔡卓妍-鱼乐无穷,http://em.21dtv.com/songs/60084460.mkv
陈晓东-娱乐无穷,http://em.21dtv.com/songs/60055539.mkv
容中尔甲-一恋万年,http://em.21dtv.com/songs/60111022.mkv
苏永康-原谅我吗,http://em.21dtv.com/songs/60093082.mkv
雷佳-一路同心,http://em.21dtv.com/songs/60114877.mkv
程聪-一路同行,http://em.21dtv.com/songs/60106179.mkv
戴梦梦-雨里同行,http://em.21dtv.com/songs/60055672.mkv
郭峰-一路同行,http://em.21dtv.com/songs/60053292.mkv
子琦-音乐天堂,http://em.21dtv.com/songs/60099191.mkv
羽泉-一路挺你,http://em.21dtv.com/songs/60096439.mkv
陈奕迅-娱乐天空,http://em.21dtv.com/songs/60097411.mkv
程聪-一路同行,http://em.21dtv.com/songs/60097122.mkv
王利+刘舫-一路同行,http://em.21dtv.com/songs/60080284.mkv
彭佳慧-月亮使者,http://em.21dtv.com/songs/60056431.mkv
王小源-源来是我,http://em.21dtv.com/songs/60135550.mkv
陈奕迅-原来是我,http://em.21dtv.com/songs/60093393.mkv
孙丹菲-眼泪簌簌,http://em.21dtv.com/songs/60079011.mkv
陈玮青-缘来是你,http://em.21dtv.com/songs/60131951.mkv
寒武纪-缘来是你,http://em.21dtv.com/songs/60086184.mkv
郭娅丽-缘来是你,http://em.21dtv.com/songs/60068958.mkv
龙梅子+黄勇-缘来是你,http://em.21dtv.com/songs/60066558.mkv
王琥-缘来是你,http://em.21dtv.com/songs/60056102.mkv
林文龙-缘来是你,http://em.21dtv.com/songs/60056101.mkv
冷漠-缘来是你,http://em.21dtv.com/songs/60056100.mkv
梁咏琪-原来是你,http://em.21dtv.com/songs/60055964.mkv
盖玺-耶路撒冷,http://em.21dtv.com/songs/60128261.mkv
熊天平-月亮森林,http://em.21dtv.com/songs/60056427.mkv
ATF-幽灵手记,http://em.21dtv.com/songs/60127644.mkv
沈文程-音乐世界,http://em.21dtv.com/songs/60054330.mkv
佚名-忆恋思景,http://em.21dtv.com/songs/60054121.mkv
萧潇-月亮说话,http://em.21dtv.com/songs/60056433.mkv
卓玛拉初-雅砻山歌,http://em.21dtv.com/songs/60090763.mkv
谢明训-一路顺风,http://em.21dtv.com/songs/60090218.mkv
陈盈洁+凤娘-一路顺风,http://em.21dtv.com/songs/60053290.mkv
舒高+苏有朋-一路顺风(演唱会),http://em.21dtv.com/songs/60053289.mkv
青山-一路顺风(演唱会),http://em.21dtv.com/songs/60053288.mkv
佚名-一路顺风(无原唱),http://em.21dtv.com/songs/60053287.mkv
华少陈-压力山大,http://em.21dtv.com/songs/60133426.mkv
邝美云-原来是爱,http://em.21dtv.com/songs/60055963.mkv
承利-摇领人生,http://em.21dtv.com/songs/60126939.mkv
刘乐洪-音乐人生,http://em.21dtv.com/songs/60121421.mkv
赵彦雄-游离人生,http://em.21dtv.com/songs/60103590.mkv
丁琪媛-缘来如是,http://em.21dtv.com/songs/60101233.mkv
关淑怡-夜凉如水,http://em.21dtv.com/songs/60052619.mkv
胡美仪-一缕柔情(演唱会),http://em.21dtv.com/songs/60053298.mkv
赵晋瑶-一恋如梦,http://em.21dtv.com/songs/60111415.mkv
卢巧音-音乐人民,http://em.21dtv.com/songs/60054329.mkv
许云上-眼泪日记(演),http://em.21dtv.com/songs/60099491.mkv
王馨平-原来如此,http://em.21dtv.com/songs/60055962.mkv
王菀之-原来如此(演唱会),http://em.21dtv.com/songs/60055961.mkv
平安-一路去找,http://em.21dtv.com/songs/60125470.mkv
王飞雪-一路前行,http://em.21dtv.com/songs/60119833.mkv
蔡诗芸-一脸清秀,http://em.21dtv.com/songs/60053266.mkv
龙千玉-一领情网,http://em.21dtv.com/songs/60053272.mkv
于文华-一路情深,http://em.21dtv.com/songs/60053282.mkv
旺福乐团-印伦情人,http://em.21dtv.com/songs/60054396.mkv
李翊君-有理取闹,http://em.21dtv.com/songs/60111994.mkv
潘秀琼-意乱情迷,http://em.21dtv.com/songs/60054181.mkv
李婷宜-意乱情迷,http://em.21dtv.com/songs/60054180.mkv
黄清源-意乱情迷,http://em.21dtv.com/songs/60054179.mkv
陈志朋-意乱情迷(演唱会),http://em.21dtv.com/songs/60054178.mkv
圆圆+石梅-月亮情歌,http://em.21dtv.com/songs/60100807.mkv
石梅+圆圆-月亮情歌,http://em.21dtv.com/songs/60071484.mkv
杨帆-眼泪情歌,http://em.21dtv.com/songs/60070114.mkv
张寒+张媛媛-月亮情歌,http://em.21dtv.com/songs/60056419.mkv
孙莞-用力去爱,http://em.21dtv.com/songs/60105758.mkv
华义-一路朋友,http://em.21dtv.com/songs/60116605.mkv
黎瑞恩-音乐派队(演唱会),http://em.21dtv.com/songs/60054325.mkv
解晓东-一路平安,http://em.21dtv.com/songs/60053281.mkv
解晓东-一路平安(演唱会),http://em.21dtv.com/songs/60053280.mkv
关心妍-音乐女神,http://em.21dtv.com/songs/60054324.mkv
邓紫棋-一路逆风,http://em.21dtv.com/songs/60116277.mkv
张燕-月亮女儿,http://em.21dtv.com/songs/60056417.mkv
施易男-一轮明月,http://em.21dtv.com/songs/60121725.mkv
上官灵雪-野狼模样,http://em.21dtv.com/songs/60061805.mkv
张磊-音乐梦想,http://em.21dtv.com/songs/60093902.mkv
金智娟-倚老卖老,http://em.21dtv.com/songs/60054095.mkv
蔡淳佳-眼里眉间,http://em.21dtv.com/songs/60079014.mkv
谭凌风-月亮玫瑰,http://em.21dtv.com/songs/60084499.mkv
脆乐团-100万,http://em.21dtv.com/songs/60135644.mkv
Crispy脆乐团-100万,http://em.21dtv.com/songs/60134660.mkv
周旗蔚-一路蓝天,http://em.21dtv.com/songs/60132299.mkv
B.A.P-1004,http://em.21dtv.com/songs/60101015.mkv
满江-一路落花(演唱会),http://em.21dtv.com/songs/60053279.mkv
黎明-原来恋爱,http://em.21dtv.com/songs/60055940.mkv
古巨基-由零开始,http://em.21dtv.com/songs/60134985.mkv
张国荣-由零开始(演唱会),http://em.21dtv.com/songs/60054969.mkv
周兴哲-音乐快门,http://em.21dtv.com/songs/60111760.mkv
王小贱-一路狂奔,http://em.21dtv.com/songs/60132724.mkv
东学-一路狂飙,http://em.21dtv.com/songs/60065333.mkv
凤凰传奇-一路惊喜,http://em.21dtv.com/songs/60108329.mkv
钟芹-一路吉祥,http://em.21dtv.com/songs/60053278.mkv
杨朗朗-以卵击石,http://em.21dtv.com/songs/60120659.mkv
S.I.N.G女团-音律进化,http://em.21dtv.com/songs/60126544.mkv
SADE-your love is king,http://em.21dtv.com/songs/60006597.mkv
王果冻-月亮孩子,http://em.21dtv.com/songs/60065432.mkv
房祖名-一路好走,http://em.21dtv.com/songs/60053277.mkv
安娜-一路花香,http://em.21dtv.com/songs/60131348.mkv
蓝琪儿-一路花香,http://em.21dtv.com/songs/60071422.mkv
徐小凤-一脸红霞,http://em.21dtv.com/songs/60053265.mkv
王菲-眼泪和吻,http://em.21dtv.com/songs/60093004.mkv
臧天朔-云里糊涂,http://em.21dtv.com/songs/60056655.mkv
BARRY MANILOW-youre lookinhot tonight,http://em.21dtv.com/songs/60006611.mkv
陈思思-一轮红日,http://em.21dtv.com/songs/60053295.mkv
乌兰图雅-月亮湖畔,http://em.21dtv.com/songs/60094799.mkv
胡云鹏-一帘好梦,http://em.21dtv.com/songs/60117987.mkv
刘德华-夜了好吗,http://em.21dtv.com/songs/60052615.mkv
罗布仁青+阿呗平措-雅砻后代,http://em.21dtv.com/songs/60128309.mkv
张艺于-眼泪会懂,http://em.21dtv.com/songs/60098364.mkv
麦穗-月亮和兵,http://em.21dtv.com/songs/60056406.mkv
万芳-月亮公园,http://em.21dtv.com/songs/60056405.mkv
佚名-与龙共舞,http://em.21dtv.com/songs/60055584.mkv
邝美云-与龙共舞,http://em.21dtv.com/songs/60055583.mkv
黄乙玲-原谅过去,http://em.21dtv.com/songs/60079377.mkv
誓言-雨落故里,http://em.21dtv.com/songs/60071467.mkv
肖雨蒙-一路高歌,http://em.21dtv.com/songs/60113969.mkv
龙帝-夜郎古国,http://em.21dtv.com/songs/60079064.mkv
妞妞-一路高飞,http://em.21dtv.com/songs/60079116.mkv
孙更俊-月亮国,http://em.21dtv.com/songs/60071483.mkv
合力-一路歌唱,http://em.21dtv.com/songs/60128871.mkv
张冬玲+阿宝-一路歌唱(演),http://em.21dtv.com/songs/60066521.mkv
陈奕迅-游离份子,http://em.21dtv.com/songs/60055008.mkv
超有种-一路发威,http://em.21dtv.com/songs/60084361.mkv
宋祖英-一路风光,http://em.21dtv.com/songs/60087686.mkv
曹龙-一路放歌,http://em.21dtv.com/songs/60086118.mkv
李谷一-一路芬芳(演唱会),http://em.21dtv.com/songs/60079115.mkv
沈建豪-一路到这,http://em.21dtv.com/songs/60113785.mkv
李恕权-玉兰的眼(无原唱),http://em.21dtv.com/songs/60055782.mkv
杨丽-原来的我,http://em.21dtv.com/songs/60086178.mkv
范玮琪+曾静玟-原来的我,http://em.21dtv.com/songs/60080961.mkv
吴涤清-原来的我,http://em.21dtv.com/songs/60067747.mkv
王杰-原来的我,http://em.21dtv.com/songs/60055938.mkv
孙露-原来的我,http://em.21dtv.com/songs/60055937.mkv
齐秦-原来的我,http://em.21dtv.com/songs/60055936.mkv
陈楚生-原来的我(演唱会),http://em.21dtv.com/songs/60055935.mkv
吴蕙君-眼里的沙,http://em.21dtv.com/songs/60135021.mkv
柯有伦-眼泪敌人,http://em.21dtv.com/songs/60052071.mkv
马云龙-远离毒品,http://em.21dtv.com/songs/60071478.mkv
侯湘婷-原来的你,http://em.21dtv.com/songs/60055934.mkv
古巨基-原来的你,http://em.21dtv.com/songs/60055933.mkv
BOB-一粒電火,http://em.21dtv.com/songs/60089097.mkv
棉花糖-有礼的谎,http://em.21dtv.com/songs/60055170.mkv
农夫-音乐大亨(演唱会),http://em.21dtv.com/songs/60054318.mkv
谢东-一路等候,http://em.21dtv.com/songs/60053275.mkv
芭比-一粒电火,http://em.21dtv.com/songs/60053254.mkv
新街口组合-一璐到底,http://em.21dtv.com/songs/60105095.mkv
林奕匡-雨落大地,http://em.21dtv.com/songs/60055673.mkv
佚名-椰林大道(无原唱),http://em.21dtv.com/songs/60052414.mkv
德德玛-一缕炊烟,http://em.21dtv.com/songs/60102270.mkv
塔拉吉斯-月亮草原,http://em.21dtv.com/songs/60079412.mkv
豪图-有了草原(演唱会),http://em.21dtv.com/songs/60055164.mkv
郁可唯-夜落初雪,http://em.21dtv.com/songs/60134295.mkv
1983组合+何欣烛-一路畅通,http://em.21dtv.com/songs/60123424.mkv
龙飞龙泽+何欣烛-一路畅通,http://em.21dtv.com/songs/60114930.mkv
谭凌风-幽兰传说,http://em.21dtv.com/songs/60084431.mkv
孙燕姿-眼泪成诗,http://em.21dtv.com/songs/60052068.mkv
苏月-月亮传奇,http://em.21dtv.com/songs/60098716.mkv
洪晓源-音乐城堡,http://em.21dtv.com/songs/60084400.mkv
于海涛-一粒尘埃,http://em.21dtv.com/songs/60125086.mkv
金琳-雨落长安,http://em.21dtv.com/songs/60098819.mkv
梁静茹-用力抱着,http://em.21dtv.com/songs/60054873.mkv
佚名-与泪抱拥,http://em.21dtv.com/songs/60055582.mkv
陈慧娴-与泪抱拥(演唱会),http://em.21dtv.com/songs/60055581.mkv
信乐团-一了百了,http://em.21dtv.com/songs/60053252.mkv
谢霆锋-一了百了,http://em.21dtv.com/songs/60053251.mkv
陈冠希-要来便来,http://em.21dtv.com/songs/60052373.mkv
刘凤瑶-已离不开,http://em.21dtv.com/songs/60120356.mkv
刘凤瑶-已离不开,http://em.21dtv.com/songs/60119286.mkv
丁薇-已来不及,http://em.21dtv.com/songs/60123581.mkv
曾昱嘉-眼泪不够,http://em.21dtv.com/songs/60052066.mkv
黄宥杰-眼泪拌饭,http://em.21dtv.com/songs/60128630.mkv
黄宥杰-眼泪拌饭,http://em.21dtv.com/songs/60127618.mkv
胡尧峰-一路奔放,http://em.21dtv.com/songs/60081638.mkv
佚名-一领被单,http://em.21dtv.com/songs/60022477.mkv
赵雷-月亮粑粑,http://em.21dtv.com/songs/60132927.mkv
张东朗-月亮粑粑,http://em.21dtv.com/songs/60127958.mkv
温岚-一路不变,http://em.21dtv.com/songs/60086117.mkv
陈慧琳-亚里巴巴(演唱会),http://em.21dtv.com/songs/60051894.mkv
多元神话-一路翱翔,http://em.21dtv.com/songs/60084360.mkv
常石磊-音乐爱我,http://em.21dtv.com/songs/60117702.mkv
昊麟-月亮爱情,http://em.21dtv.com/songs/60119608.mkv
吴格林-原来爱情,http://em.21dtv.com/songs/60061856.mkv
周华健-眼眶之中,http://em.21dtv.com/songs/60052058.mkv
黄荣华-要看一眼,http://em.21dtv.com/songs/60080992.mkv
胡歌-一刻永远,http://em.21dtv.com/songs/60053243.mkv
莫文蔚-一口一口,http://em.21dtv.com/songs/60053246.mkv
雷有辉-一刻印记,http://em.21dtv.com/songs/60093504.mkv
太极乐队-一刻印记(演唱会),http://em.21dtv.com/songs/60053241.mkv
古巨基-一刻永恒,http://em.21dtv.com/songs/60053242.mkv
曾志伟+吴君如+宋本浩-一刻逍遥,http://em.21dtv.com/songs/60120588.mkv
曾志伟+吴君如-一刻逍遥,http://em.21dtv.com/songs/60114577.mkv
周永恒-遥控先生,http://em.21dtv.com/songs/60052303.mkv
舞曲-雅克兄弟,http://em.21dtv.com/songs/60089454.mkv
刘耔彤-哑口无言,http://em.21dtv.com/songs/60087419.mkv
沙宝亮-云开雾散,http://em.21dtv.com/songs/60056654.mkv
吴淑敏-欲哭无声,http://em.21dtv.com/songs/60055819.mkv
许茹芸-欲哭无泪,http://em.21dtv.com/songs/60055818.mkv
佚名-一卡手指,http://em.21dtv.com/songs/60053215.mkv
卓依婷-一颗情泪,http://em.21dtv.com/songs/60053231.mkv
甄秀珍-一颗情泪(演唱会),http://em.21dtv.com/songs/60053230.mkv
罗时丰-一卡皮箱,http://em.21dtv.com/songs/60079110.mkv
佚名-一卡皮箱,http://em.21dtv.com/songs/60053214.mkv
洪荣宏-一卡皮箱,http://em.21dtv.com/songs/60053213.mkv
五月天-一颗苹果,http://em.21dtv.com/songs/60053229.mkv
宋念宇-一颗苹果,http://em.21dtv.com/songs/60053228.mkv
五月天-一颗苹果(演唱会),http://em.21dtv.com/songs/60053227.mkv
张浩-有苦难言,http://em.21dtv.com/songs/60125522.mkv
卓文萱-一颗钮扣,http://em.21dtv.com/songs/60104855.mkv
黄维德-有口难开,http://em.21dtv.com/songs/60089051.mkv
余天-一颗流星,http://em.21dtv.com/songs/60053226.mkv
新宝岛康乐队-一颗流星,http://em.21dtv.com/songs/60053225.mkv
王建杰-一颗流星,http://em.21dtv.com/songs/60053224.mkv
邓丽君-一颗流星,http://em.21dtv.com/songs/60053223.mkv
北原山猫-有空来玩,http://em.21dtv.com/songs/60055158.mkv
C AllStar-一刻恋上,http://em.21dtv.com/songs/60132058.mkv
王丽达-一颗红豆,http://em.21dtv.com/songs/60118765.mkv
谢采妘-一颗红豆,http://em.21dtv.com/songs/60053222.mkv
凤飞飞-一颗红豆,http://em.21dtv.com/songs/60053221.mkv
谢采妘-一棵红豆,http://em.21dtv.com/songs/60053219.mkv
刘明辉-一块红布,http://em.21dtv.com/songs/60086116.mkv
刘彩星+高扬-一块红布,http://em.21dtv.com/songs/60081558.mkv
崔健-一块红布,http://em.21dtv.com/songs/60053248.mkv
官恩娜-一刻感应,http://em.21dtv.com/songs/60065332.mkv
赵传-一颗滚石,http://em.21dtv.com/songs/60132913.mkv

MTV点歌73,#genre#
赵传-一颗滚石(HD),http://em.21dtv.com/songs/60097124.mkv
